State,South,Region,Division,UER23,PR23,PNH,PH,SCR,PC
25,0,0,1,4.0,16.9,9.115171423,32.94155889,31.05796209,26.8853076
25,0,0,1,3.9,10.6,13.34817213,38.07163092,30.34871172,18.23148523
5,0,3,8,6.4,12.6,19.8868358,29.34753322,31.62868528,19.1369457
13,0,0,1,3.5,9.8,7.344986466,32.917772,25.96958055,33.76766098
8,1,2,5,2.0,12.0,14.91544545,31.45734667,30.38675332,23.24045456
6,1,2,5,4.9,16.5,13.59182531,42.63717805,28.85638298,14.91461366
14,1,2,5,3.5,20.9,15.52799287,31.42602618,29.38395121,23.66202974
6,1,2,5,3.8,13.7,10.83950064,40.45002616,31.95783808,16.75263512
34,0,0,0,2.1,8.7,3.296897038,29.61918195,23.90691114,43.17700987
7,0,1,2,4.2,15.7,10.31573775,44.65375322,28.99518135,16.03532768
20,1,2,4,2.7,13.8,11.27873563,30.18139368,24.83836207,33.70150862
31,1,2,4,3.4,10.9,11.395694,28.38845625,31.96042144,28.25542831
11,1,2,6,2.9,11.1,8.889412874,41.76687888,28.41311012,20.93059813
9,1,2,4,4.1,19.2,13.90712594,40.15948676,28.12003478,17.81335252
25,0,0,1,4.6,16.5,10.82679852,11.81075,13.3596683,64.00278318
11,1,2,6,2.4,7.8,9.425232996,28.1348474,25.83238661,36.60753299
31,1,2,4,3.6,15.0,10.3852903,34.7790643,32.45986128,22.37578412
20,1,2,4,3.0,17.8,14.24408336,39.8799011,29.09749205,16.77852349
36,0,0,1,4.0,8.3,6.013148685,30.79442056,26.76232377,36.43010699
25,0,0,1,3.0,13.7,8.483697373,28.04051915,25.3835602,38.09222328
20,1,2,4,4.7,22.5,13.92159104,31.19213624,33.63813007,21.24814264
19,1,2,6,3.9,23.5,13.69764331,39.33312751,31.72789956,15.24132963
29,0,1,3,2.8,10.5,7.58377425,31.86872172,38.6166705,21.93083353
4,1,2,6,9.3,28.8,39.92646057,25.10962822,21.66689364,13.29701757
9,1,2,4,2.6,8.5,9.246474569,32.62862446,31.32710111,26.79779986
19,1,2,6,2.4,18.3,6.429489927,35.96228033,33.73339048,23.87483926
10,0,1,2,3.0,13.0,7.912676514,42.08732349,29.28096088,20.71903912
2,0,3,7,3.5,17.0,24.41812611,32.61237368,27.69216699,15.27733321
8,1,2,5,2.8,16.4,16.10014248,41.02381437,31.28434765,11.5916955
21,1,2,5,3.2,10.7,9.482687038,37.10039027,32.42547538,20.99144731
20,1,2,4,3.6,11.4,7.952884533,40.35766486,31.18390508,20.50554552
11,1,2,6,2.6,14.8,14.22601137,51.70511535,21.23035774,12.83851555
22,0,3,7,2.7,9.4,3.660171612,29.42438327,33.54040043,33.37504469
13,0,0,1,2.7,8.2,6.5482628,30.62450069,23.2642946,39.56294191
13,0,0,1,2.9,8.2,9.335384337,43.32534045,23.38687056,23.95240465
13,0,0,1,4.3,16.4,9.324688193,37.13159425,28.55868858,24.98502897
26,0,1,2,5.9,14.0,8.563291761,33.51664539,37.71972896,20.20033389
8,1,2,5,2.8,18.9,14.21074989,31.05274994,37.88450486,16.8519953
7,0,1,2,3.9,11.9,10.22579808,48.13392162,27.60965481,14.03062549
20,1,2,4,2.5,7.6,6.150464094,26.15534929,32.09574988,35.59843674
33,0,1,2,5.0,8.2,9.412675519,19.65893183,23.97446231,46.95393034
9,1,2,4,2.9,13.0,18.06687272,33.69392151,28.0556336,20.18357216
11,1,2,6,3.9,19.6,10.98064797,48.38008263,29.50641444,11.13285497
16,0,3,7,2.2,13.3,15.55352242,27.72186642,29.18572736,27.53888381
16,0,3,7,1.8,12.3,11.01928375,30.59970333,39.94490358,18.43610935
30,0,3,7,3.9,11.8,22.27090179,37.76317391,26.28696605,13.67895826
10,0,1,2,3.5,9.8,6.502237918,38.29767143,33.77651036,21.42358029
25,0,0,1,4.3,16.7,10.02631965,32.98993527,31.88631717,25.0974279
9,1,2,4,2.8,8.8,7.207410194,17.67597014,24.7338704,50.38274926
21,1,2,5,3.2,20.9,18.67788985,38.26282563,27.37101807,15.68826645
7,0,1,2,4.4,15.3,7.950811202,45.85305363,27.47752403,18.71861114
20,1,2,4,4.2,18.2,19.67562127,34.14879616,30.5682434,15.60733917
15,0,1,3,4.4,19.4,14.79820628,47.22533632,24.63565022,13.34080717
19,1,2,6,2.9,18.1,12.3558746,34.3455198,28.91084077,24.38776483
0,0,1,3,2.4,9.6,5.852842809,35.80984233,35.47539417,22.86192069
39,1,2,4,2.2,7.8,5.675528934,30.08529494,32.60123301,31.63794311
40,0,1,3,3.1,10.7,5.525997976,35.86839443,34.34082972,24.26477788
40,0,1,3,2.2,10.7,6.996148909,31.91591784,41.28690629,19.80102696
6,1,2,5,5.2,24.0,12.70565464,33.35407162,26.91829117,27.02198258
18,0,3,7,4.3,11.4,4.309392265,23.48066298,47.01657459,25.19337017
15,0,1,3,2.7,12.6,7.17369582,32.07141645,26.88109199,33.87379574
1,0,3,8,4.2,14.9,10.76097561,22.93658537,36.21463415,30.08780488
15,0,1,3,3.8,20.5,18.07525495,49.61903646,18.23936233,14.06634627
11,1,2,6,3.5,15.7,8.356597804,44.76084124,30.63465476,16.2479062
4,1,2,6,3.8,13.8,18.31877728,22.48805467,24.34592246,34.84724559
27,0,1,2,3.0,11.3,7.706366129,42.24455952,29.90828172,20.14079264
24,1,2,6,3.8,21.4,12.0467141,31.22614916,29.18288684,27.54424991
24,1,2,6,4.4,16.8,13.26215637,39.90630788,28.11489995,18.7166358
24,1,2,6,5.3,22.8,18.8983729,44.99866631,24.35316084,11.74979995
15,0,1,3,3.9,14.5,6.259541985,54.04580153,29.04580153,10.64885496
8,1,2,5,2.6,22.5,20.51427491,39.40253356,25.19379845,14.88939308
6,1,2,5,3.5,16.2,16.05248465,40.50809604,34.57565606,8.863763261
16,0,3,7,2.8,7.7,5.438713999,17.46818486,20.83054253,56.26255861
4,1,2,6,3.4,17.4,16.86997917,29.27700089,28.2058911,25.64712883
26,0,1,2,8.9,13.6,7.82162036,37.88232547,30.83119309,23.46486108
4,1,2,6,4.1,18.5,17.24009671,33.01097266,30.14692208,19.60200855
14,1,2,5,3.2,15.4,16.71024128,33.66699036,33.24120415,16.3815642
4,1,2,6,3.3,15.3,34.2236306,25.48664554,29.28927116,11.00045269
4,1,2,6,4.0,14.2,13.07327569,34.16743037,34.30688927,18.45240467
16,0,3,7,2.7,14.0,10.62145402,37.75564059,32.71539781,18.90750759
29,0,1,3,2.1,11.9,28.85196375,22.91629643,28.49653457,19.73520526
29,0,1,3,3.0,17.3,10.12646147,31.57241708,36.99355762,21.30756383
41,1,2,4,4.0,20.7,15.43121417,38.75065138,30.4781136,15.34002084
0,0,1,3,2.4,12.3,7.079778476,31.77668014,39.05104026,22.09250112
37,0,1,3,2.8,13.2,5.326790413,34.08719152,36.79681388,23.78920418
21,1,2,5,3.0,12.2,12.20264938,35.29171364,31.0667982,21.43883878
21,1,2,5,3.9,15.0,14.34054967,37.97021342,33.01857823,14.67065868
4,1,2,6,2.1,11.6,10.08849558,25.13274336,37.87610619,26.90265487
35,0,3,7,2.9,13.3,9.090909091,30.17902813,34.85235992,25.87770286
0,0,1,3,2.0,15.9,4.81540931,32.18298555,42.2953451,20.70626003
33,0,1,2,4.1,13.0,9.169431057,39.91362584,32.13995118,18.77699193
7,0,1,2,3.4,16.5,11.09342409,45.04336371,26.7574194,17.10579281
33,0,1,2,4.7,11.4,8.98763524,37.83616692,33.10407007,20.07212777
4,1,2,6,4.4,18.5,19.3525563,24.89336102,30.39289209,25.3611906
4,1,2,6,0.3,4.7,5.769230769,21.15384615,73.07692308,0.0
19,1,2,6,4.7,23.1,15.29970872,39.32239767,34.96857274,10.40932086
7,0,1,2,4.2,12.8,7.057469645,37.04408276,35.19575378,20.70269382
15,0,1,3,3.7,16.7,14.06524283,39.29564073,29.12156232,17.51755413
29,0,1,3,2.3,12.0,12.30537418,32.79758915,34.20391763,20.69311904
6,1,2,5,3.9,16.2,8.484342844,25.94081985,28.99697796,36.57785935
33,0,1,2,4.7,14.4,8.502602838,40.37460447,31.25446565,19.86832704
10,0,1,2,2.7,10.3,5.4868545,31.73760384,31.73332191,31.04221975
6,1,2,5,5.0,25.9,18.81494583,39.90714128,24.01061243,17.26730046
29,0,1,3,2.9,8.2,8.171617162,25.23212321,35.10671067,31.48954895
35,0,3,7,2.6,12.7,5.666720026,24.45974068,44.34128382,25.53225548
23,1,2,4,3.7,14.1,13.64799076,42.82531562,26.17377671,17.35291691
26,0,1,2,4.0,12.1,4.965575147,27.44584383,31.23929471,36.34928631
14,1,2,5,4.8,32.1,23.18092429,30.03933137,31.53883972,15.24090462
6,1,2,5,4.1,14.2,7.578364428,30.79869885,37.19823646,24.42470025
33,0,1,2,4.7,15.4,8.621623713,32.71031654,40.29486882,18.37319093
3,0,1,3,1.8,7.2,7.426692244,38.85996163,29.26829268,24.44505344
10,0,1,2,3.2,9.9,7.536285821,40.0818757,32.95031634,19.43152214
25,0,0,1,3.8,14.6,12.67845409,33.88985126,29.66071322,23.77098142
20,1,2,4,3.4,12.7,7.351895735,19.37796209,26.48104265,46.78909953
23,1,2,4,3.7,18.2,14.48402105,38.29227366,25.59682709,21.62687819
2,0,3,7,3.8,20.1,19.05737217,27.55245421,35.19016885,18.20000476
2,0,3,7,3.4,12.2,8.55689722,20.12917025,27.14848684,44.1654457
5,0,3,8,3.6,9.2,13.05593737,17.20472336,26.3383016,43.40103767
44,0,3,7,7.6,20.1,22.29321747,26.37295933,27.26430465,24.06951855
17,1,2,4,3.1,7.8,6.097045423,33.35525389,31.26027526,29.28742543
33,0,1,2,5.3,18.3,14.86877828,35.00452489,35.52941176,14.59728507
27,0,1,2,5.0,12.7,7.932750458,38.18467706,33.90296161,19.97961088
27,0,1,2,3.3,10.8,9.763210078,48.06952059,26.44348536,15.72378397
6,1,2,5,5.1,17.8,13.11901439,32.40531306,34.50117908,19.97449348
26,0,1,2,3.6,10.1,5.487789187,27.36045704,36.74567024,30.40608353
40,0,1,3,3.5,13.8,12.30948613,38.06945948,30.19488632,19.42616807
5,0,3,8,17.3,17.3,28.15286394,25.88576803,29.86109855,16.10026948
26,0,1,2,4.4,12.3,9.805086118,34.04513795,34.58776524,21.56201069
14,1,2,5,5.5,32.2,12.49176005,41.41397495,34.50889914,11.58536585
29,0,1,3,2.1,11.0,3.465045593,33.92097264,38.35866261,24.25531915
14,1,2,5,3.2,20.6,17.77481023,35.41608097,29.06241215,17.74669665
14,1,2,5,3.3,20.7,17.23241711,33.91352288,30.64503426,18.20902575
14,1,2,5,4.3,18.7,13.20007543,33.15104658,35.58363191,18.06524609
14,1,2,5,3.5,20.5,17.76992113,33.12483002,32.7604025,16.34484634
3,0,1,3,2.0,10.2,5.462184874,31.30252101,33.71848739,29.51680672
8,1,2,5,3.5,26.5,12.51384275,48.08662483,26.2704565,13.12907592
27,0,1,2,3.3,7.9,8.75017534,37.97727592,27.23523636,26.03731239
27,0,1,2,2.8,10.1,10.83131558,39.52865214,29.36561743,20.27441485
14,1,2,5,2.8,13.5,12.18908171,27.84707158,31.21475054,28.74909617
24,1,2,6,2.6,22.3,15.40505787,37.30818688,24.72353193,22.56322332
11,1,2,6,4.2,20.6,14.7110045,37.76492623,30.32891927,17.19515
31,1,2,4,3.4,20.6,16.78323683,38.66594049,29.90597948,14.6448432
4,1,2,6,5.1,18.4,15.00419111,35.62447611,30.25984912,19.11148365
20,1,2,4,2.8,9.2,8.719596145,30.59507419,30.57977666,30.10555301
38,0,1,3,1.7,8.3,7.961783439,33.12101911,36.87898089,22.03821656
4,1,2,6,2.6,27.1,36.14323843,42.17081851,13.58985765,8.096085409
25,0,0,1,3.5,13.6,8.255736615,24.39708581,29.21300915,38.13416842
40,0,1,3,3.3,12.7,8.56109906,33.48517715,35.42299349,22.5307303
0,0,1,3,1.9,10.1,7.492931197,28.65221489,39.6795476,24.17530631
35,0,3,7,2.5,11.7,10.49107143,36.23511905,28.05059524,25.22321429
10,0,1,2,3.1,10.3,4.832924297,37.34189164,34.18916368,23.63602039
44,0,3,7,7.9,29.6,15.07781414,31.22925152,38.4244108,15.26852353
15,0,1,3,3.3,12.5,8.323798627,44.33638444,28.86155606,18.47826087
4,1,2,6,4.1,18.3,22.60536398,34.09961686,29.04461748,14.25040168
29,0,1,3,2.5,12.1,10.72289157,27.77108434,33.91566265,27.59036145
4,1,2,6,3.7,11.6,11.54334038,34.20249002,30.8339206,23.420249
15,0,1,3,2.8,12.8,14.32841069,39.73277075,27.53164557,18.407173
9,1,2,4,3.8,22.3,10.66231066,41.53549154,31.98693199,15.81526582
26,0,1,2,5.7,14.1,9.695935464,32.80070328,34.11417934,23.38918192
40,0,1,3,2.0,7.8,4.603646709,40.87676193,33.7514548,20.76813656
4,1,2,6,4.3,14.3,14.17058428,32.02746064,37.8479218,15.95403328
19,1,2,6,2.1,11.5,25.00197613,28.96213738,21.61884436,24.41704213
19,1,2,6,3.0,14.7,12.03271028,38.15712617,28.19071262,21.61945093
40,0,1,3,2.2,11.6,7.425555974,34.41387109,33.69770072,24.46287222
5,0,3,8,7.8,15.3,21.16504259,24.67058896,33.9569161,20.20745235
13,0,0,1,4.8,12.7,9.175543068,46.77514048,26.97307725,17.0762392
4,1,2,6,5.5,20.2,24.93014592,29.79405982,23.9435648,21.33222947
29,0,1,3,2.3,14.1,10.27732463,37.302882,30.75040783,21.66938554
40,0,1,3,2.8,12.6,6.405462526,39.4082263,35.44139164,18.74491953
18,0,3,7,2.3,8.2,7.539341917,33.80543634,38.42632332,20.22889843
19,1,2,6,3.5,14.9,11.69425737,40.76900109,28.04631258,19.49042896
25,0,0,1,3.5,14.3,11.27006694,41.26236597,28.28920088,19.17836621
33,0,1,2,5.5,16.8,6.647561157,27.67463372,31.21108009,34.46672503
40,0,1,3,2.7,9.6,6.422018349,35.44893969,38.86298692,19.26605505
0,0,1,3,2.1,6.1,4.050950094,25.26623512,34.16858078,36.51423401
10,0,1,2,2.6,8.4,4.501966309,32.52920115,34.48964019,28.47919235
37,0,1,3,4.4,10.2,7.170428799,37.68146346,36.15842913,18.98967861
13,0,0,1,3.3,11.6,4.530216806,25.393221,25.29983622,44.77672598
15,0,1,3,2.7,15.3,10.03601441,44.969988,26.98679472,18.00720288
7,0,1,2,3.0,9.3,11.07081444,37.7864624,28.79162107,22.35110208
29,0,1,3,2.1,11.3,5.525006546,38.02042419,33.15003928,23.30452998
33,0,1,2,4.1,16.2,4.862972213,22.3426234,26.2373157,46.55708869
30,0,3,7,4.0,13.5,11.27000787,30.2807662,39.41222776,19.03699816
33,0,1,2,3.7,13.6,9.921734877,41.51312571,28.42002283,20.14511658
16,0,3,7,2.3,14.2,10.34583822,28.25322392,36.51817116,24.88276671
7,0,1,2,3.8,14.8,8.287590141,47.3738026,25.4601227,18.87848455
26,0,1,2,4.8,11.5,8.947319521,40.1653814,32.9369135,17.95038558
38,0,1,3,1.8,11.0,7.23281029,37.38972321,30.95157923,24.42588727
15,0,1,3,4.6,22.9,13.43341782,44.35562488,27.64671476,14.56424254
4,1,2,6,3.6,13.2,12.00167642,24.86760055,35.38970523,27.74101779
19,1,2,6,3.2,15.1,10.20990749,25.06232582,31.01192723,33.71583946
19,1,2,6,5.4,19.2,13.37345133,42.08141593,30.10265487,14.44247788
4,1,2,6,3.6,17.0,15.23201656,37.51078144,28.12661722,19.13058479
4,1,2,6,2.6,10.0,10.71920504,24.69500197,29.25029516,35.33549784
26,0,1,2,2.9,8.3,5.068500367,17.78035547,26.94296538,50.20817878
38,0,1,3,1.6,11.7,3.445447088,31.1730927,47.33388023,18.04757998
22,0,3,7,2.6,15.8,5.848563969,34.88250653,39.68668407,19.58224543
37,0,1,3,2.8,10.3,7.350591243,34.7395334,36.33748802,21.57238734
20,1,2,4,2.6,6.3,8.880706124,26.52840201,28.75940867,35.83148319
1,0,3,8,5.2,15.2,18.58394231,29.04386262,34.20768201,18.16451306
37,0,1,3,3.7,11.2,8.454438335,34.41673213,38.73723488,18.39159466
31,1,2,4,3.1,18.5,5.77353771,19.82315814,26.73337018,47.66993398
0,0,1,3,2.5,9.6,6.293706294,45.92074592,27.03962704,20.74592075
20,1,2,4,4.1,25.1,12.0123839,35.96749226,27.81733746,24.20278638
18,0,3,7,3.7,14.0,8.194517069,29.55852693,43.83356988,18.41338612
13,0,0,1,3.0,6.7,5.107825438,27.5386898,23.40384475,43.94964001
3,0,1,3,1.6,8.5,4.578313253,26.60240964,42.60240964,26.21686747
13,0,0,1,3.5,12.8,8.86394039,38.44749772,27.88953205,24.79902984
30,0,3,7,2.7,14.3,3.059241105,21.48229528,30.55860728,44.89985633
9,1,2,4,3.8,15.6,12.14389184,29.65958474,29.9191212,28.27740222
20,1,2,4,3.9,20.8,16.96548633,25.34737786,39.39937248,18.28776333
2,0,3,7,4.2,22.8,12.3043206,35.95804634,31.32435817,20.41327489
4,1,2,6,1.0,9.7,20.12987013,25.32467532,18.18181818,36.36363636
11,1,2,6,4.9,22.8,18.3759733,47.09677419,25.31701891,9.210233593
4,1,2,6,3.5,14.6,12.84209182,27.74152353,34.29921461,25.11717004
31,1,2,4,4.1,20.5,21.62872677,44.27316723,21.84381908,12.25428691
7,0,1,2,3.2,8.9,8.145919878,31.86540337,28.59666714,31.3920096
4,1,2,6,3.4,13.0,24.26666667,30.22222222,31.31111111,14.2
12,0,3,8,3.5,10.6,10.24969985,25.60941062,34.89862267,29.24226686
40,0,1,3,3.2,9.8,12.39504198,39.42423031,31.72064508,16.46008263
29,0,1,3,2.5,17.1,7.975460123,37.64640268,33.79810374,20.58003346
7,0,1,2,4.9,15.0,14.66093164,50.22421525,21.36908575,13.74576737
7,0,1,2,2.6,6.5,5.340691813,37.8585086,30.50147749,26.29932209
4,1,2,6,3.6,8.8,8.653987911,32.65516733,33.71664455,24.97420021
13,0,0,1,2.8,8.7,11.9543826,41.62284907,22.47060605,23.95216228
35,0,3,7,5.4,28.0,14.42481067,30.02764755,37.49248708,18.05505469
32,0,3,7,4.7,16.8,14.36665318,44.11169567,32.17320923,9.348441926
37,0,1,3,4.7,19.3,13.2718894,34.77726575,37.66513057,14.28571429
36,0,0,1,5.5,13.9,14.89275923,33.67745986,21.11871357,30.31106734
35,0,3,7,3.6,13.9,7.010400531,25.89510954,36.57888913,30.5156008
4,1,2,6,7.1,14.9,53.19148936,19.14893617,17.0212766,10.63829787
4,1,2,6,1.8,11.9,5.369127517,30.87248322,28.41163311,35.34675615
15,0,1,3,2.5,10.0,12.09579012,41.40482001,24.44325808,22.05613179
4,1,2,6,3.8,18.4,15.5155642,37.62159533,25.19455253,21.66828794
19,1,2,6,2.3,12.0,9.83092032,41.90543687,25.44294826,22.82069454
4,1,2,6,3.6,13.9,14.88471197,34.25157903,27.76044441,23.10326459
25,0,0,1,4.4,14.0,11.50419287,35.86477987,31.47536688,21.15566038
14,1,2,5,4.6,32.5,24.23367777,30.9068868,27.95705132,16.90238411
37,0,1,3,2.6,10.1,6.035065467,15.17257956,25.4665296,53.32582538
13,0,0,1,2.7,17.1,5.42743763,28.45482604,19.62101248,46.49672385
4,1,2,6,5.1,24.9,18.43219353,36.92486625,33.19376599,11.44917423
21,1,2,5,3.7,14.0,10.75124865,49.5906493,25.30250759,14.35559446
40,0,1,3,3.9,12.3,8.520639262,40.26151611,31.81779335,19.40005128
29,0,1,3,2.5,14.4,28.05283138,27.92628915,31.35874723,12.66213224
40,0,1,3,2.8,10.2,5.413707045,41.29391438,33.30773661,19.98464197
0,0,1,3,2.1,11.1,8.319885243,40.90012552,28.40236686,22.37762238
33,0,1,2,5.1,12.1,9.088299225,44.10039782,30.26288808,16.54841488
31,1,2,4,2.8,9.5,7.685969199,27.29158379,30.50519975,34.51724726
31,1,2,4,3.3,16.8,16.91006089,42.65236838,27.95171633,12.48585439
9,1,2,4,3.8,26.2,9.463414634,41.70731707,31.95121951,16.87804878
9,1,2,4,3.5,18.4,11.98076923,32.92307692,31.45833333,23.63782051
6,1,2,5,3.3,9.0,8.302361827,33.74895097,32.23234624,25.71634097
6,1,2,5,3.4,5.8,5.859485903,20.26687632,28.24695888,45.6266789
9,1,2,4,2.6,6.6,7.857215034,22.9557892,29.73392685,39.45306891
38,0,1,3,3.1,10.8,5.435651479,28.85691447,45.24380496,20.4636291
26,0,1,2,4.8,16.8,10.34335027,40.17381725,33.12932248,16.35351001
21,1,2,5,4.7,15.5,12.59425199,48.45918479,27.13911048,11.80745274
1,0,3,8,4.6,15.1,30.0653018,29.32403812,25.18531592,15.42534416
15,0,1,3,3.0,14.2,9.043415601,41.86633039,33.88578634,15.20446766
24,1,2,6,4.2,21.4,19.41385274,46.02105519,21.44352416,13.12156791
34,0,0,0,1.6,7.8,4.499076436,17.27680535,22.42589498,55.79822324
24,1,2,6,3.2,19.4,17.14988312,38.58040621,23.82585992,20.44385075
40,0,1,3,3.2,11.7,9.517375186,35.15573572,32.61268752,22.71420157
31,1,2,4,2.8,8.1,7.365532382,26.34979876,35.30479327,30.97987559
27,0,1,2,2.8,13.2,11.28773516,40.68834767,34.86947645,13.15444072
6,1,2,5,4.7,21.8,18.63580999,44.01426831,23.65582043,13.69410127
6,1,2,5,3.9,13.2,14.36161381,41.20869998,29.73601195,14.69367425
9,1,2,4,3.7,20.7,25.75601963,35.92947621,27.58758416,10.72692
41,1,2,4,4.4,24.4,18.37108954,43.90507012,26.03559871,11.68824164
17,1,2,4,3.2,19.1,13.54408353,37.87703016,30.72795824,17.85092807
15,0,1,3,2.4,13.1,21.60786974,38.26322931,25.64450475,14.4843962
29,0,1,3,1.7,8.4,6.321665661,36.08931804,27.45926373,30.12975256
29,0,1,3,2.0,13.9,7.715658993,34.35365545,38.50240324,19.42828232
0,0,1,3,1.9,12.0,9.4466524,32.06970345,36.22745338,22.25619077
9,1,2,4,3.4,22.3,16.86106524,33.56213873,34.94013212,14.63666391
27,0,1,2,3.4,17.3,11.65500651,36.67983492,31.44931694,20.21584163
6,1,2,5,4.4,18.0,13.46552618,42.88491446,25.83916537,17.81039399
0,0,1,3,1.9,10.1,4.755495738,35.89053387,36.38402871,22.96994168
38,0,1,3,1.1,11.2,7.274011299,32.30932203,39.86581921,20.55084746
5,0,3,8,5.1,11.7,9.032734433,26.47058824,42.05328575,22.44339158
21,1,2,5,3.8,18.9,16.76038852,42.18943986,25.77959541,15.27057621
29,0,1,3,3.3,9.8,7.798784605,32.47805537,38.50438893,21.2187711
26,0,1,2,3.9,14.9,11.35213537,38.99435939,32.75745367,16.89605157
20,1,2,4,3.3,12.4,9.461077844,33.93213573,30.88572854,25.72105788
7,0,1,2,5.4,20.8,13.25331649,46.85407454,28.1111813,11.78142767
23,1,2,4,4.6,19.3,11.97010263,43.40696118,25.58009817,19.04283802
19,1,2,6,2.0,14.0,8.844011142,40.28551532,28.13370474,22.7367688
3,0,1,3,2.2,10.7,7.965387176,34.16907034,30.72997559,27.1355669
34,0,0,0,1.8,9.9,5.103668262,28.35725678,24.62747779,41.91159717
4,1,2,6,5.0,18.9,11.03427838,39.95851032,33.11271362,15.89449768
2,0,3,7,3.5,13.5,9.590970826,22.30530317,30.66086902,37.44285699
9,1,2,4,3.7,23.8,15.51045765,37.10913233,34.52060468,12.85980534
6,1,2,5,5.9,35.9,22.53781513,39.99159664,28.33613445,9.134453782
6,1,2,5,4.0,13.2,15.25507189,41.71754973,26.47232618,16.5550522
6,1,2,5,3.7,7.0,6.73021789,38.27408257,32.89134174,22.1043578
35,0,3,7,2.5,19.0,8.779806445,33.90202534,31.73700489,25.58116332
0,0,1,3,2.2,11.9,5.637676177,32.69164661,34.03231351,27.6383637
4,1,2,6,3.1,17.7,23.68479964,31.11708081,24.19968659,20.99843295
39,1,2,4,2.3,11.5,11.32457772,36.35819411,28.79588867,23.5213395
6,1,2,5,6.3,23.8,20.19636268,34.67975751,31.45097522,13.67290459
36,0,0,1,5.5,10.6,9.908956639,38.64823755,27.46511474,23.97769107
20,1,2,4,4.2,19.1,9.576522364,23.93120172,27.95715825,38.53511766
11,1,2,6,2.7,9.3,7.349885786,32.74561796,31.40489227,28.49960398
23,1,2,4,4.6,18.0,12.89846356,42.94384603,27.92935644,16.22833397
23,1,2,4,5.3,26.4,18.5254491,47.34281437,14.25898204,19.87275449
14,1,2,5,11.9,30.2,19.24599042,35.03436784,25.78629452,19.93334722
38,0,1,3,5.5,23.5,16.07744108,26.12233446,41.23176207,16.5684624
35,0,3,7,2.7,12.6,5.10708402,28.50082372,33.60790774,32.78418451
6,1,2,5,3.8,10.8,10.05887559,37.04929388,30.65378843,22.2380421
26,0,1,2,3.4,9.9,7.947680075,36.32367248,29.66237073,26.06627671
21,1,2,5,4.1,17.6,12.78273681,48.32307826,26.45809862,12.43608632
37,0,1,3,2.9,8.1,7.125556244,35.13209035,33.54925928,24.19309412
21,1,2,5,4.1,16.6,18.58569926,40.03680336,24.21135647,17.1661409
20,1,2,4,2.7,9.4,10.77557583,34.54964874,27.02107581,27.65369963
27,0,1,2,2.8,11.2,9.636306135,41.31878558,29.62681847,19.41808982
7,0,1,2,3.1,15.1,8.77705463,24.00540952,25.24700645,41.9705294
18,0,3,7,2.6,11.6,6.832261664,24.96843712,37.89306791,30.3062333
32,0,3,7,4.0,14.8,22.68518519,22.10648148,31.13425926,24.07407407
26,0,1,2,5.9,12.0,2.476083286,26.95554305,27.01181767,43.55655599
18,0,3,7,2.9,12.9,9.250281849,31.29086809,36.27959414,23.17925592
29,0,1,3,2.0,10.2,14.68416735,39.66365874,31.00902379,14.64315012
31,1,2,4,3.0,10.3,6.863828348,26.08569232,33.51059362,33.53988572
27,0,1,2,3.3,17.7,5.173036196,21.42616481,24.28041972,49.12037928
40,0,1,3,2.4,13.7,7.460239384,47.31923266,30.74274471,14.47778324
6,1,2,5,3.1,10.6,8.613154248,25.54631702,24.12855772,41.71197101
41,1,2,4,2.6,16.2,9.835186922,34.08370182,30.15320023,25.92791103
4,1,2,6,3.2,13.7,10.03069196,16.95033482,27.74832589,45.27064732
41,1,2,4,3.3,17.6,14.83782776,34.38548527,27.69976389,23.07692308
41,1,2,4,4.1,23.4,19.26728586,37.73477812,29.54076367,13.45717234
37,0,1,3,2.2,8.7,5.040035587,25.43594306,33.84341637,35.68060498
10,0,1,2,4.0,11.4,6.860208872,37.41496599,36.23966018,19.48516496
1,0,3,8,4.3,7.5,7.237237152,24.5108725,35.29145596,32.96043439
10,0,1,2,3.4,12.0,6.663573086,42.57076566,33.70765661,17.05800464
27,0,1,2,3.9,15.2,12.54671225,40.87620259,30.46433967,16.11274549
29,0,1,3,2.4,12.3,6.919642857,33.56331169,37.45941558,22.05762987
24,1,2,6,6.2,19.6,16.31195118,45.30436077,24.25956243,14.12412561
31,1,2,4,3.3,20.8,21.0,41.07272727,22.16363636,15.76363636
29,0,1,3,2.2,10.4,4.675324675,29.78354978,37.14285714,28.3982684
29,0,1,3,2.1,9.6,15.36345776,24.67583497,37.21021611,22.75049116
6,1,2,5,4.6,14.7,7.904267045,40.85970713,32.81373012,18.4222957
14,1,2,5,4.4,25.2,16.38618246,34.53892333,29.77069186,19.30420234
14,1,2,5,2.9,14.0,14.79216849,35.40856031,35.03180779,14.76746341
6,1,2,5,3.6,11.8,7.522136099,30.49954487,30.14647064,31.8318484
42,0,0,0,3.2,10.1,5.046064631,28.53434972,27.24360473,39.17598092
42,0,0,0,2.9,8.6,5.704826181,30.07131033,25.12097288,39.10289062
9,1,2,4,3.8,11.8,10.48358066,31.71073157,34.22929749,23.57639028
3,0,1,3,1.8,13.0,7.128027682,30.10380623,44.4982699,18.26989619
26,0,1,2,4.6,17.1,5.482284821,28.96925693,28.95087542,36.59758283
35,0,3,7,4.9,13.4,6.679654884,34.03840802,32.70247704,26.57946006
